model,model_id,condition,anchor,layer,patched_correct,margin_improvement,recovery
Phi,microsoft/Phi-3.5-mini-instruct,different_label_cross_item_clean_to_corrupt,all_option_ends,14,0.07954545454545454,0.42918442234848486,0.05163528750778555
Phi,microsoft/Phi-3.5-mini-instruct,different_label_cross_item_clean_to_corrupt,all_option_ends,16,0.03787878787878788,0.15437085700757575,0.01530826485165855
Phi,microsoft/Phi-3.5-mini-instruct,different_label_cross_item_clean_to_corrupt,all_option_ends,18,0.041666666666666664,0.06986860795454546,0.005827547748615845
Phi,microsoft/Phi-3.5-mini-instruct,different_label_cross_item_clean_to_corrupt,options_end,2,0.08712121212121213,0.24599017518939395,0.018802503501184453
Phi,microsoft/Phi-3.5-mini-instruct,different_label_cross_item_clean_to_corrupt,options_end,5,0.07575757575757576,0.16969992897727273,0.0021495629665901845
Phi,microsoft/Phi-3.5-mini-instruct,different_label_cross_item_clean_to_corrupt,options_end,7,0.0946969696969697,0.15462239583333334,-0.0005670697342433823
Phi,microsoft/Phi-3.5-mini-instruct,different_label_cross_item_clean_to_corrupt,options_end,9,0.09848484848484848,0.16045217803030304,0.004071522554244613
Phi,microsoft/Phi-3.5-mini-instruct,different_label_cross_item_clean_to_corrupt,options_end,11,0.07196969696969698,0.1695223721590909,0.004436361032275928
Phi,microsoft/Phi-3.5-mini-instruct,different_label_cross_item_clean_to_corrupt,options_end,14,0.04924242424242424,0.17052852746212122,0.012969176045639354
Phi,microsoft/Phi-3.5-mini-instruct,different_label_cross_item_clean_to_corrupt,options_end,16,0.03787878787878788,0.11172762784090909,0.008356489914784312
Phi,microsoft/Phi-3.5-mini-instruct,different_label_cross_item_clean_to_corrupt,options_end,18,0.022727272727272728,0.06461588541666667,0.006242327996117998
Phi,microsoft/Phi-3.5-mini-instruct,same_item_clean_to_corrupt,all_option_ends,2,0.045454545454545456,0.14784564393939395,0.015656635419178663
Phi,microsoft/Phi-3.5-mini-instruct,same_item_clean_to_corrupt,all_option_ends,5,0.056818181818181816,0.18745561079545456,0.026992461162502594
Phi,microsoft/Phi-3.5-mini-instruct,same_item_clean_to_corrupt,all_option_ends,7,0.06060606060606061,0.19123609138257575,0.02848215978677204
Phi,microsoft/Phi-3.5-mini-instruct,same_item_clean_to_corrupt,all_option_ends,9,0.045454545454545456,0.2578716856060606,0.03585603163743311
Phi,microsoft/Phi-3.5-mini-instruct,same_item_clean_to_corrupt,all_option_ends,11,0.07954545454545454,0.5339799360795454,0.06576996652490487
Phi,microsoft/Phi-3.5-mini-instruct,same_item_clean_to_corrupt,all_option_ends,14,0.08712121212121213,0.6323834043560606,0.08252317418709712
Phi,microsoft/Phi-3.5-mini-instruct,same_item_clean_to_corrupt,all_option_ends,16,0.06818181818181818,0.4114065459280303,0.05462249758033214
Phi,microsoft/Phi-3.5-mini-instruct,same_item_clean_to_corrupt,all_option_ends,18,0.03409090909090909,0.19813861268939395,0.02600302638327242
Phi,microsoft/Phi-3.5-mini-instruct,same_item_clean_to_corrupt,options_end,2,0.026515151515151516,0.017548532196969696,0.0002991555057027761
Phi,microsoft/Phi-3.5-mini-instruct,same_item_clean_to_corrupt,options_end,5,0.022727272727272728,0.04693418560606061,0.0030692324670667653
Phi,microsoft/Phi-3.5-mini-instruct,same_item_clean_to_corrupt,options_end,7,0.026515151515151516,0.09139737215909091,0.0071638516263248546
Phi,microsoft/Phi-3.5-mini-instruct,same_item_clean_to_corrupt,options_end,9,0.015151515151515152,0.05379971590909091,0.0021754044218295454
Phi,microsoft/Phi-3.5-mini-instruct,same_item_clean_to_corrupt,options_end,11,0.026515151515151516,0.06433475378787878,0.0019562461289229297
Phi,microsoft/Phi-3.5-mini-instruct,same_item_clean_to_corrupt,options_end,14,0.041666666666666664,0.18718927556818182,0.01798951663166064
Phi,microsoft/Phi-3.5-mini-instruct,same_item_clean_to_corrupt,options_end,16,0.030303030303030304,0.18683416193181818,0.020450121121806563
Phi,microsoft/Phi-3.5-mini-instruct,same_item_clean_to_corrupt,options_end,18,0.015151515151515152,0.11803089488636363,0.011738524319784472
Phi,microsoft/Phi-3.5-mini-instruct,same_label_cross_item_clean_to_corrupt,all_option_ends,2,0.17424242424242425,0.7082593513257576,0.08901575775702483
Phi,microsoft/Phi-3.5-mini-instruct,same_label_cross_item_clean_to_corrupt,all_option_ends,5,0.17424242424242425,0.7887369791666666,0.10635666502354421
Phi,microsoft/Phi-3.5-mini-instruct,same_label_cross_item_clean_to_corrupt,all_option_ends,7,0.17803030303030304,0.7698715672348485,0.08755729888105926
Phi,microsoft/Phi-3.5-mini-instruct,same_label_cross_item_clean_to_corrupt,all_option_ends,9,0.13636363636363635,0.7664683948863636,0.1053985577330062
Phi,microsoft/Phi-3.5-mini-instruct,same_label_cross_item_clean_to_corrupt,all_option_ends,11,0.14772727272727273,0.960153290719697,0.13842025396526395
Phi,microsoft/Phi-3.5-mini-instruct,same_label_cross_item_clean_to_corrupt,all_option_ends,14,0.11363636363636363,0.9803059895833334,0.14562468722721236
Phi,microsoft/Phi-3.5-mini-instruct,same_label_cross_item_clean_to_corrupt,all_option_ends,16,0.07954545454545454,0.4967891808712121,0.08014138918500459
Phi,microsoft/Phi-3.5-mini-instruct,same_label_cross_item_clean_to_corrupt,all_option_ends,18,0.03787878787878788,0.18320904356060605,0.02843612863946667
Phi,microsoft/Phi-3.5-mini-instruct,same_label_cross_item_clean_to_corrupt,options_end,2,0.0946969696969697,0.16484670928030304,0.013116821275227205
Phi,microsoft/Phi-3.5-mini-instruct,same_label_cross_item_clean_to_corrupt,options_end,5,0.0946969696969697,0.2435635653409091,0.023274628833108033
Phi,microsoft/Phi-3.5-mini-instruct,same_label_cross_item_clean_to_corrupt,options_end,7,0.09090909090909091,0.24146247632575757,0.01641361057525633
Phi,microsoft/Phi-3.5-mini-instruct,same_label_cross_item_clean_to_corrupt,options_end,9,0.0946969696969697,0.20006214488636365,0.01746752580053733
Phi,microsoft/Phi-3.5-mini-instruct,same_label_cross_item_clean_to_corrupt,options_end,11,0.07575757575757576,0.1831646543560606,0.013969636660184888
Phi,microsoft/Phi-3.5-mini-instruct,same_label_cross_item_clean_to_corrupt,options_end,14,0.06060606060606061,0.3329486268939394,0.0376102061281109
Phi,microsoft/Phi-3.5-mini-instruct,same_label_cross_item_clean_to_corrupt,options_end,16,0.03787878787878788,0.2304095643939394,0.03047056744040423
Phi,microsoft/Phi-3.5-mini-instruct,same_label_cross_item_clean_to_corrupt,options_end,18,0.007575757575757576,0.11304450757575757,0.01580838368104843
Phi,microsoft/Phi-3.5-mini-instruct,vanilla_to_corrupt,all_option_ends,2,0.041666666666666664,0.14710582386363635,0.014523240570536245
Phi,microsoft/Phi-3.5-mini-instruct,vanilla_to_corrupt,all_option_ends,5,0.045454545454545456,0.19541607481060605,0.02523737774874216
Phi,microsoft/Phi-3.5-mini-instruct,vanilla_to_corrupt,all_option_ends,7,0.06439393939393939,0.30812026515151514,0.03496140080281278
Phi,microsoft/Phi-3.5-mini-instruct,vanilla_to_corrupt,all_option_ends,9,0.09090909090909091,0.4115027225378788,0.044557925239901645
Phi,microsoft/Phi-3.5-mini-instruct,vanilla_to_corrupt,all_option_ends,11,0.0946969696969697,0.4874600497159091,0.0539738352237394
Phi,microsoft/Phi-3.5-mini-instruct,vanilla_to_corrupt,all_option_ends,14,0.07196969696969698,0.4978989109848485,0.06429576929379889
Phi,microsoft/Phi-3.5-mini-instruct,vanilla_to_corrupt,all_option_ends,16,0.041666666666666664,0.24082623106060605,0.03273326622810839
Phi,microsoft/Phi-3.5-mini-instruct,vanilla_to_corrupt,all_option_ends,18,0.022727272727272728,0.09770803740530302,0.012944373468600912
Phi,microsoft/Phi-3.5-mini-instruct,vanilla_to_corrupt,options_end,2,0.026515151515151516,0.08328894412878787,0.010062770394802169
Phi,microsoft/Phi-3.5-mini-instruct,vanilla_to_corrupt,options_end,5,0.026515151515151516,0.08604107481060606,0.007766770487540105
Phi,microsoft/Phi-3.5-mini-instruct,vanilla_to_corrupt,options_end,7,0.026515151515151516,0.10585345643939394,0.008691823901985226
Phi,microsoft/Phi-3.5-mini-instruct,vanilla_to_corrupt,options_end,9,0.03787878787878788,0.08979936079545454,0.00679186801245986
Phi,microsoft/Phi-3.5-mini-instruct,vanilla_to_corrupt,options_end,11,0.045454545454545456,0.1015625,0.0085687173437455
Phi,microsoft/Phi-3.5-mini-instruct,vanilla_to_corrupt,options_end,14,0.030303030303030304,0.11541193181818182,0.011207508396277585
Phi,microsoft/Phi-3.5-mini-instruct,vanilla_to_corrupt,options_end,16,0.026515151515151516,0.10213955965909091,0.010265870131746324
Phi,microsoft/Phi-3.5-mini-instruct,vanilla_to_corrupt,options_end,18,0.003787878787878788,0.052689985795454544,0.004916407505045132
