model,model_id,anchor,layer,run_kind,attention_mass_question_options,attention_mass_wrapper_syntax,attention_entropy
Mistral,mistralai/Mistral-7B-Instruct-v0.3,all_option_ends,7,clean_correct_wrapped,0.34458465233993574,0.6554153468002915,2.2151199749174215
Mistral,mistralai/Mistral-7B-Instruct-v0.3,all_option_ends,7,corrupt_wrong_wrapped,0.34517755194767585,0.6548224481601059,2.221134015087349
Mistral,mistralai/Mistral-7B-Instruct-v0.3,all_option_ends,7,vanilla_same_item,0.7860972363741608,0.213902763869836,2.270290225533148
Mistral,mistralai/Mistral-7B-Instruct-v0.3,all_option_ends,8,clean_correct_wrapped,0.3948365491402137,0.6051634510240789,2.5628637043417744
Mistral,mistralai/Mistral-7B-Instruct-v0.3,all_option_ends,8,corrupt_wrong_wrapped,0.3896344619286529,0.6103655389041918,2.5671064044504117
Mistral,mistralai/Mistral-7B-Instruct-v0.3,all_option_ends,8,vanilla_same_item,0.7580348629223053,0.24196513750701948,2.589455395899713
Mistral,mistralai/Mistral-7B-Instruct-v0.3,all_option_ends,9,clean_correct_wrapped,0.4062726593742611,0.5937273406998914,2.4335642174631356
Mistral,mistralai/Mistral-7B-Instruct-v0.3,all_option_ends,9,corrupt_wrong_wrapped,0.4024044410242207,0.5975955592310583,2.440540864545231
Mistral,mistralai/Mistral-7B-Instruct-v0.3,all_option_ends,9,vanilla_same_item,0.7629781064879836,0.23702189370708462,2.4868930839002132
Mistral,mistralai/Mistral-7B-Instruct-v0.3,all_option_ends,10,clean_correct_wrapped,0.4592754018184661,0.5407245978990493,2.919022248784701
Mistral,mistralai/Mistral-7B-Instruct-v0.3,all_option_ends,10,corrupt_wrong_wrapped,0.45175836563846605,0.5482416344050368,2.9233126656586923
Mistral,mistralai/Mistral-7B-Instruct-v0.3,all_option_ends,10,vanilla_same_item,0.7117361358991394,0.2882638650789158,2.8626453742260733
Mistral,mistralai/Mistral-7B-Instruct-v0.3,all_option_ends,11,clean_correct_wrapped,0.4288813320184196,0.5711186690135218,2.5503793077139805
Mistral,mistralai/Mistral-7B-Instruct-v0.3,all_option_ends,11,corrupt_wrong_wrapped,0.42701397022589427,0.5729860300700026,2.560746189071797
Mistral,mistralai/Mistral-7B-Instruct-v0.3,all_option_ends,11,vanilla_same_item,0.7375620216754103,0.2624379784157403,2.598191262658996
Mistral,mistralai/Mistral-7B-Instruct-v0.3,all_option_ends,12,clean_correct_wrapped,0.43913054800343104,0.5608694521491028,2.6035740059051506
Mistral,mistralai/Mistral-7B-Instruct-v0.3,all_option_ends,12,corrupt_wrong_wrapped,0.4355501814895609,0.5644498183781687,2.6026870106789284
Mistral,mistralai/Mistral-7B-Instruct-v0.3,all_option_ends,12,vanilla_same_item,0.7266271372106413,0.27337286272830513,2.61151659473544
Mistral,mistralai/Mistral-7B-Instruct-v0.3,all_option_ends,13,clean_correct_wrapped,0.5206485103038472,0.47935148908291014,3.114305481668562
Mistral,mistralai/Mistral-7B-Instruct-v0.3,all_option_ends,13,corrupt_wrong_wrapped,0.51497607574006,0.4850239244737895,3.1273711374153694
Mistral,mistralai/Mistral-7B-Instruct-v0.3,all_option_ends,13,vanilla_same_item,0.6969430387152192,0.3030569617984293,3.049852511305362
Mistral,mistralai/Mistral-7B-Instruct-v0.3,all_option_ends,14,clean_correct_wrapped,0.42751640335807867,0.5724835971860012,2.6946764579229057
Mistral,mistralai/Mistral-7B-Instruct-v0.3,all_option_ends,14,corrupt_wrong_wrapped,0.424829515997723,0.5751704841459044,2.7045521935944756
Mistral,mistralai/Mistral-7B-Instruct-v0.3,all_option_ends,14,vanilla_same_item,0.6988552489802848,0.301144750852424,2.7277943372602262
Mistral,mistralai/Mistral-7B-Instruct-v0.3,all_option_ends,15,clean_correct_wrapped,0.3811431864923531,0.6188568133753143,2.383862622423233
Mistral,mistralai/Mistral-7B-Instruct-v0.3,all_option_ends,15,corrupt_wrong_wrapped,0.37983676389715504,0.6201632355955536,2.3987174177841126
Mistral,mistralai/Mistral-7B-Instruct-v0.3,all_option_ends,15,vanilla_same_item,0.732685177026499,0.2673148232930074,2.4898686542032133
Mistral,mistralai/Mistral-7B-Instruct-v0.3,all_option_ends,16,clean_correct_wrapped,0.34302973225212224,0.656970267550593,2.443378476975486
Mistral,mistralai/Mistral-7B-Instruct-v0.3,all_option_ends,16,corrupt_wrong_wrapped,0.338557880922026,0.6614421181159075,2.4663552901583414
Mistral,mistralai/Mistral-7B-Instruct-v0.3,all_option_ends,16,vanilla_same_item,0.6995070767993857,0.300492922848595,2.4851504052616655
Mistral,mistralai/Mistral-7B-Instruct-v0.3,all_option_ends,17,clean_correct_wrapped,0.3543164921813483,0.6456835069077836,2.6666808012655627
Mistral,mistralai/Mistral-7B-Instruct-v0.3,all_option_ends,17,corrupt_wrong_wrapped,0.3488448736913085,0.651155126267998,2.6894603704024727
Mistral,mistralai/Mistral-7B-Instruct-v0.3,all_option_ends,17,vanilla_same_item,0.6350809295170105,0.36491906975294114,2.659453578465618
Mistral,mistralai/Mistral-7B-Instruct-v0.3,all_option_ends,18,clean_correct_wrapped,0.31705241512371063,0.6829475845720542,2.226837388460408
Mistral,mistralai/Mistral-7B-Instruct-v0.3,all_option_ends,18,corrupt_wrong_wrapped,0.3146539957352549,0.685346005180727,2.2499306627040885
Mistral,mistralai/Mistral-7B-Instruct-v0.3,all_option_ends,18,vanilla_same_item,0.7175069590425742,0.28249304036076256,2.235753349744482
Mistral,mistralai/Mistral-7B-Instruct-v0.3,all_option_ends,19,clean_correct_wrapped,0.27176160524093596,0.7282383960578591,2.197530384209628
Mistral,mistralai/Mistral-7B-Instruct-v0.3,all_option_ends,19,corrupt_wrong_wrapped,0.2717224889599627,0.7282775107428703,2.222732569964913
Mistral,mistralai/Mistral-7B-Instruct-v0.3,all_option_ends,19,vanilla_same_item,0.6774162050995879,0.32258379411534405,2.2521526986019067
Mistral,mistralai/Mistral-7B-Instruct-v0.3,all_option_ends,20,clean_correct_wrapped,0.2498038109071491,0.750196188861737,1.89968911539608
Mistral,mistralai/Mistral-7B-Instruct-v0.3,all_option_ends,20,corrupt_wrong_wrapped,0.25037921690929765,0.7496207833088556,1.920363911994112
Mistral,mistralai/Mistral-7B-Instruct-v0.3,all_option_ends,20,vanilla_same_item,0.7153803936060031,0.28461960756375143,1.9891849070601166
Mistral,mistralai/Mistral-7B-Instruct-v0.3,all_option_ends,21,clean_correct_wrapped,0.22712517940516178,0.7728748218654072,1.8164522388779247
Mistral,mistralai/Mistral-7B-Instruct-v0.3,all_option_ends,21,corrupt_wrong_wrapped,0.2274589443026663,0.7725410548266882,1.8256494301293666
Mistral,mistralai/Mistral-7B-Instruct-v0.3,all_option_ends,21,vanilla_same_item,0.6916577483932413,0.3083422510263821,2.0303902236558495
Mistral,mistralai/Mistral-7B-Instruct-v0.3,all_option_ends,22,clean_correct_wrapped,0.17998905649615043,0.8200109435325915,1.4070756195423504
Mistral,mistralai/Mistral-7B-Instruct-v0.3,all_option_ends,22,corrupt_wrong_wrapped,0.18454854064217946,0.8154514587050653,1.4200252805215616
Mistral,mistralai/Mistral-7B-Instruct-v0.3,all_option_ends,22,vanilla_same_item,0.7235220965747906,0.2764779029915614,1.640770960066778
Mistral,mistralai/Mistral-7B-Instruct-v0.3,all_option_ends,23,clean_correct_wrapped,0.20191840678605874,0.7980815930450141,1.6276115049095825
Mistral,mistralai/Mistral-7B-Instruct-v0.3,all_option_ends,23,corrupt_wrong_wrapped,0.2051099963718735,0.7948900044010953,1.6340623508067802
Mistral,mistralai/Mistral-7B-Instruct-v0.3,all_option_ends,23,vanilla_same_item,0.7169681034771376,0.28303189744222135,1.7936200658759722
Mistral,mistralai/Mistral-7B-Instruct-v0.3,all_option_ends,24,clean_correct_wrapped,0.18656468064699638,0.8134353203664069,1.6068588450795505
Mistral,mistralai/Mistral-7B-Instruct-v0.3,all_option_ends,24,corrupt_wrong_wrapped,0.19343130230697217,0.8065686973011937,1.6152188168093562
Mistral,mistralai/Mistral-7B-Instruct-v0.3,all_option_ends,24,vanilla_same_item,0.6857127522326194,0.31428724837877475,1.790113840320458
Mistral,mistralai/Mistral-7B-Instruct-v0.3,all_option_ends,25,clean_correct_wrapped,0.18586910568090892,0.8141308941878378,1.4915301807193706
Mistral,mistralai/Mistral-7B-Instruct-v0.3,all_option_ends,25,corrupt_wrong_wrapped,0.19128433504966894,0.8087156644497857,1.5041823098711513
Mistral,mistralai/Mistral-7B-Instruct-v0.3,all_option_ends,25,vanilla_same_item,0.6920734113087756,0.3079265889064603,1.727259937962517
Mistral,mistralai/Mistral-7B-Instruct-v0.3,all_option_ends,26,clean_correct_wrapped,0.2378029256486936,0.7621970730258424,1.8083164590752374
Mistral,mistralai/Mistral-7B-Instruct-v0.3,all_option_ends,26,corrupt_wrong_wrapped,0.24096697096412953,0.7590330294542218,1.8156564096625274
Mistral,mistralai/Mistral-7B-Instruct-v0.3,all_option_ends,26,vanilla_same_item,0.7277169814832242,0.27228301835944874,1.933210815951849
Mistral,mistralai/Mistral-7B-Instruct-v0.3,all_option_ends,27,clean_correct_wrapped,0.22452092936273388,0.7754790716333082,1.7193961023166775
Mistral,mistralai/Mistral-7B-Instruct-v0.3,all_option_ends,27,corrupt_wrong_wrapped,0.2288758442505196,0.7711241565210366,1.7338680889705818
Mistral,mistralai/Mistral-7B-Instruct-v0.3,all_option_ends,27,vanilla_same_item,0.7388356647018713,0.2611643346514514,1.784555389797315
Mistral,mistralai/Mistral-7B-Instruct-v0.3,all_option_ends,28,clean_correct_wrapped,0.28934284210661104,0.7106571577457362,2.101144050639123
Mistral,mistralai/Mistral-7B-Instruct-v0.3,all_option_ends,28,corrupt_wrong_wrapped,0.29010685239918216,0.7098931474054068,2.106341252598601
Mistral,mistralai/Mistral-7B-Instruct-v0.3,all_option_ends,28,vanilla_same_item,0.7055498031191372,0.29445019662516037,2.227938732067123
Mistral,mistralai/Mistral-7B-Instruct-v0.3,all_option_ends,29,clean_correct_wrapped,0.2977886616530536,0.7022113388569172,1.9175323181273416
Mistral,mistralai/Mistral-7B-Instruct-v0.3,all_option_ends,29,corrupt_wrong_wrapped,0.2951944498227359,0.7048055504265115,1.9066022556577809
Mistral,mistralai/Mistral-7B-Instruct-v0.3,all_option_ends,29,vanilla_same_item,0.7424551509510995,0.25754484889281837,2.096001124669177
Mistral,mistralai/Mistral-7B-Instruct-v0.3,all_option_ends,30,clean_correct_wrapped,0.36718213234573016,0.6328178673566921,2.203499064578985
Mistral,mistralai/Mistral-7B-Instruct-v0.3,all_option_ends,30,corrupt_wrong_wrapped,0.36353736122606095,0.636462638186055,2.2188660394866018
Mistral,mistralai/Mistral-7B-Instruct-v0.3,all_option_ends,30,vanilla_same_item,0.7349635131480325,0.2650364867246147,2.333835694628457
Mistral,mistralai/Mistral-7B-Instruct-v0.3,all_option_ends,31,clean_correct_wrapped,0.42489390078420153,0.5751060994642709,2.699182732862731
Mistral,mistralai/Mistral-7B-Instruct-v0.3,all_option_ends,31,corrupt_wrong_wrapped,0.4172111438356107,0.5827888556580789,2.6989218203164635
Mistral,mistralai/Mistral-7B-Instruct-v0.3,all_option_ends,31,vanilla_same_item,0.6874084404091351,0.3125915594562442,2.765009933890154
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,0,clean_correct_wrapped,0.6550442822075944,0.3449557177360284,3.742454449117261
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,0,corrupt_wrong_wrapped,0.6247764097257321,0.3752235900347048,3.7910581263923087
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,0,vanilla_same_item,0.6994359539806522,0.3005640458865579,3.465484119890801
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,1,clean_correct_wrapped,0.25443295691362927,0.7455670430189351,1.1424234205955872
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,1,corrupt_wrong_wrapped,0.25467908000034045,0.7453209194667633,1.1598451259514937
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,1,vanilla_same_item,0.8879580581012356,0.11204194088852773,1.1171664959758831
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,2,clean_correct_wrapped,0.15964466454073653,0.8403553346396074,1.2481967771037792
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,2,corrupt_wrong_wrapped,0.16914177749638792,0.8308582230948317,1.256892215036011
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,2,vanilla_same_item,0.7491722752519002,0.2508277245782817,1.453035973859951
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,3,clean_correct_wrapped,0.18682100347663494,0.8131789957188691,1.277337632564207
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,3,corrupt_wrong_wrapped,0.19430718328511892,0.8056928167054086,1.2755094612855464
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,3,vanilla_same_item,0.7519148204872143,0.24808517936612284,1.5128675425611435
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,4,clean_correct_wrapped,0.21454395995395203,0.785456039919518,1.6525478309315318
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,4,corrupt_wrong_wrapped,0.2240752908754421,0.7759247097014303,1.663693231351984
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,4,vanilla_same_item,0.7622770250752969,0.23772297491950062,1.7646101405813048
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,5,clean_correct_wrapped,0.25601927170975514,0.7439807286982735,1.6751539068327597
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,5,corrupt_wrong_wrapped,0.26272685038199983,0.7372731497630715,1.6772387041989714
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,5,vanilla_same_item,0.7614553159118498,0.23854468392770892,1.8326713395739596
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,6,clean_correct_wrapped,0.2785004392071562,0.7214995608771763,1.9406186582427472
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,6,corrupt_wrong_wrapped,0.28377616405432243,0.7162238350123092,1.9584081995409603
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,6,vanilla_same_item,0.7406313553392452,0.25936864426747586,2.0378241317532955
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,7,clean_correct_wrapped,0.345298897138927,0.6547011024387333,2.0737565554049797
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,7,corrupt_wrong_wrapped,0.3463796135342767,0.6536203873978739,2.075716274503308
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,7,vanilla_same_item,0.7733005974472469,0.2266994027849326,2.144670788884784
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,8,clean_correct_wrapped,0.3949546923638725,0.6050453084243539,2.345336577144141
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,8,corrupt_wrong_wrapped,0.39038917822313396,0.6096108222798345,2.3507532501717407
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,8,vanilla_same_item,0.7427703058177141,0.2572296945710938,2.3837160646294553
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,9,clean_correct_wrapped,0.398514166346653,0.6014858339448498,2.3327179800719025
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,9,corrupt_wrong_wrapped,0.3954951873813946,0.6045048122866804,2.3446506201662123
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,9,vanilla_same_item,0.750071445005661,0.24992855528801253,2.3837611157322924
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,10,clean_correct_wrapped,0.4426896959536233,0.5573103033772592,2.6088467962046464
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,10,corrupt_wrong_wrapped,0.4376189135362207,0.5623810864920961,2.6222300557854274
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,10,vanilla_same_item,0.6791847828597016,0.32081521700223675,2.562656485568732
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,11,clean_correct_wrapped,0.418094513171678,0.5819054868972064,2.359105322615554
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,11,corrupt_wrong_wrapped,0.41774622403151584,0.5822537761134421,2.3728451721401265
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,11,vanilla_same_item,0.7125090086305577,0.2874909915901541,2.4189121013569337
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,12,clean_correct_wrapped,0.4167953028434063,0.5832046973550556,2.4078208150493445
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,12,corrupt_wrong_wrapped,0.41269862050589895,0.5873013795590762,2.4104630362065897
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,12,vanilla_same_item,0.6959306442920125,0.3040693553194656,2.4104589223621105
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,13,clean_correct_wrapped,0.49786697997951523,0.5021330203832379,2.7995265799046805
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,13,corrupt_wrong_wrapped,0.4908088928800486,0.5091911067127513,2.8201006344581643
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,13,vanilla_same_item,0.6669535624500381,0.33304643743962514,2.7493768532387914
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,14,clean_correct_wrapped,0.41263242617661433,0.5873675736291898,2.428544888200704
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,14,corrupt_wrong_wrapped,0.40728820006617344,0.5927118003682821,2.446565546900965
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,14,vanilla_same_item,0.6655094727743812,0.33449052729877926,2.464386559599855
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,15,clean_correct_wrapped,0.3523184983267874,0.6476815026904948,2.1989890795002673
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,15,corrupt_wrong_wrapped,0.34707828684484043,0.6529217137910021,2.2092572133386663
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,15,vanilla_same_item,0.7110826710063701,0.28891732860469044,2.260606732221883
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,16,clean_correct_wrapped,0.31978386314479806,0.6802161368688515,2.3112325459563485
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,16,corrupt_wrong_wrapped,0.30743409436190733,0.6925659048669331,2.32530177686053
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,16,vanilla_same_item,0.6814857191747867,0.31851428119751896,2.2840194040785233
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,17,clean_correct_wrapped,0.3251548874944162,0.6748451127646937,2.2985146675802146
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,17,corrupt_wrong_wrapped,0.31573830862892505,0.684261691710805,2.329331744480878
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,17,vanilla_same_item,0.5964561044480908,0.4035438959116679,2.207034616104017
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,18,clean_correct_wrapped,0.30197506365474974,0.6980249366609012,2.083746802295888
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,18,corrupt_wrong_wrapped,0.29687948692711,0.7031205133998052,2.1090014763396177
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,18,vanilla_same_item,0.6964520506469889,0.3035479480381279,2.0314349432960928
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,19,clean_correct_wrapped,0.250043564316162,0.7499564347523847,1.993613112240564
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,19,corrupt_wrong_wrapped,0.2489137922721193,0.7510862078786886,2.0193736528783726
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,19,vanilla_same_item,0.658304611108657,0.34169538893998835,2.010256958475026
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,20,clean_correct_wrapped,0.23657596072718537,0.7634240399430079,1.7667802120380414
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,20,corrupt_wrong_wrapped,0.2364229366942546,0.7635770644820998,1.783578318565463
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,20,vanilla_same_item,0.7034336414582697,0.296566358687099,1.8030200300132855
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,21,clean_correct_wrapped,0.21174466847480458,0.7882553311305431,1.629161543685283
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,21,corrupt_wrong_wrapped,0.21256111487370277,0.7874388851132972,1.6438207071066913
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,21,vanilla_same_item,0.676000712498179,0.3239992876938292,1.804639188249906
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,22,clean_correct_wrapped,0.17479673185223926,0.825203267649534,1.300578882098974
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,22,corrupt_wrong_wrapped,0.1791219573431733,0.8208780418417003,1.3088511847972404
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,22,vanilla_same_item,0.7174525515198958,0.28254744804648607,1.4886151453930263
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,23,clean_correct_wrapped,0.1898271146000512,0.810172885664797,1.4521126162206444
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,23,corrupt_wrong_wrapped,0.19224116726447035,0.8077588334898368,1.447004015240042
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,23,vanilla_same_item,0.7197653946750157,0.2802346044292305,1.5602563387636716
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,24,clean_correct_wrapped,0.17564980877235034,0.8243501909429809,1.4398453861595286
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,24,corrupt_wrong_wrapped,0.1842701556769293,0.8157298449424434,1.4487211786959475
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,24,vanilla_same_item,0.6815808744203554,0.31841912547077905,1.6050242863432505
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,25,clean_correct_wrapped,0.17450512010111255,0.8254948790460185,1.3800685622139524
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,25,corrupt_wrong_wrapped,0.18105516260840132,0.81894483670716,1.3854682845622301
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,25,vanilla_same_item,0.6919233144889839,0.30807668567089425,1.5942092774032304
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,26,clean_correct_wrapped,0.233603372746641,0.7663966273968496,1.7221419285119433
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,26,corrupt_wrong_wrapped,0.2376177497846623,0.7623822500557739,1.7279026824298005
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,26,vanilla_same_item,0.7273242547691143,0.2726757444203152,1.8186946535630462
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,27,clean_correct_wrapped,0.21407997890517275,0.7859200201767089,1.5981349628449728
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,27,corrupt_wrong_wrapped,0.22031229106490519,0.779687708312922,1.6269227887651263
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,27,vanilla_same_item,0.7414084336743486,0.25859156630089275,1.6203905302317192
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,28,clean_correct_wrapped,0.28123338687199473,0.7187666134883329,1.9139171473961323
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,28,corrupt_wrong_wrapped,0.2834064214077037,0.7165935787775621,1.9353920077423876
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,28,vanilla_same_item,0.6852243228267543,0.3147756770662818,1.9583462554433693
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,29,clean_correct_wrapped,0.28347088635316425,0.7165291137158419,1.6860522386627659
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,29,corrupt_wrong_wrapped,0.28359382131404,0.7164061788303813,1.6869391827754832
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,29,vanilla_same_item,0.7300634882966566,0.26993651202593505,1.879155188986527
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,30,clean_correct_wrapped,0.36394117624645655,0.6360588241702742,2.031382680788326
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,30,corrupt_wrong_wrapped,0.36196018459798596,0.6380398154204159,2.041131493585029
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,30,vanilla_same_item,0.7280445626760149,0.2719554370720046,2.0894265681505204
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,31,clean_correct_wrapped,0.4125799143111055,0.5874200857091394,2.47854766242827
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,31,corrupt_wrong_wrapped,0.4073511918569212,0.5926488080942606,2.467276860814697
Mistral,mistralai/Mistral-7B-Instruct-v0.3,options_end,31,vanilla_same_item,0.6755474104431378,0.3244525892986773,2.568037010085148
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,0,clean_correct_wrapped,0.6782625730699845,0.32173742783609177,4.25182324661838
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,0,corrupt_wrong_wrapped,0.6714685997918796,0.3285314008330509,4.279662448609473
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,0,vanilla_same_item,0.8209158424172246,0.17908415830475785,3.9184235983641083
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,1,clean_correct_wrapped,0.6500998815866125,0.3499001173045794,3.085778347650458
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,1,corrupt_wrong_wrapped,0.6423108333509318,0.35768916747549034,3.099768562171834
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,1,vanilla_same_item,0.7384292596737573,0.26157073956994564,2.9198974830056117
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,2,clean_correct_wrapped,0.5965037934387812,0.4034962070032896,3.2460582348249964
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,2,corrupt_wrong_wrapped,0.5843036928055043,0.4156963080168735,3.250194507679253
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,2,vanilla_same_item,0.6811033275873297,0.31889667223387014,3.0892142607393027
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,3,clean_correct_wrapped,0.48654582826920506,0.5134541714710532,1.3131409732304746
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,3,corrupt_wrong_wrapped,0.46562246617313674,0.5343775337525075,1.3061357375369302
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,3,vanilla_same_item,0.9665385862159059,0.03346141374072259,1.2396895666494279
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,4,clean_correct_wrapped,0.47465338182173117,0.5253466187789881,1.291485731721905
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,4,corrupt_wrong_wrapped,0.4537163677728074,0.5462836323610885,1.2925988636358825
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,4,vanilla_same_item,0.9688534738035549,0.031146525915689283,1.2014518809126897
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,5,clean_correct_wrapped,0.3602687612700506,0.6397312400023373,1.3241166087620624
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,5,corrupt_wrong_wrapped,0.35037914583374385,0.6496208537566028,1.3385461874439153
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,5,vanilla_same_item,0.9706747738481367,0.029325226902318664,1.2267006928580513
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,6,clean_correct_wrapped,0.2840945002110879,0.7159054990612125,1.4458735946543377
Phi,microsoft/Phi-3.5-mini-instruct,all_option_ends,6,corrupt_wrong_wrapped,0.2834346346986055,0.7165653660721228,1.466716172271073
